"","Long","Lat","texture_class","clay_content","bulk_density","aluminium_extractable","carbon_total","calcium_extractable","cation_exchange_capacity","iron_extractable","potassium_extractable","magnesium_extractable","nitrogen_total","carbon_organic","phosphorous_extractable","sulphur_extractable","zinc_extractable","ph","sand_content","silt_content","stone_content"
"667",4.83667,6.95593,"Sandy Clay Loam",25,1.21,108.9,39.4,402.4,7.2,98.5,59.3,108.9,1.6,13.9,7.2,9,3.1,5.4,56,13,2.3
"668",4.87959,6.95563,"Sandy Clay Loam",22,1.28,133.3,35.6,329.3,8,89,53.6,98.5,1.8,13.9,7.2,7.2,3.5,5.3,57,12,2.7
"669",4.93197,6.95593,"Sandy Clay Loam",21,1.3,80.5,35.6,329.3,8,98.5,48.4,89,1.5,11.2,8,6.4,3.5,5.3,62,12,1.7
"670",4.97962,6.95593,"Sandy Clay Loam",20,1.28,80.5,35.6,364,8,89,53.6,72.7,1.7,12.5,8,7.2,3.1,5.4,54,13,1.7
"671",5.02727,6.95593,"Sandy Clay Loam",23,1.3,89,32.1,297.9,6.4,108.9,53.6,98.5,1.6,13.9,8,8,4,5.2,60,13,1.7
"672",5.07492,6.95593,"Sandy Clay Loam",26,1.23,108.9,32.1,402.4,9,89,65.7,98.5,1.7,13.9,9,9,3.1,5.4,57,13,3.5
"673",5.12258,6.95593,"Sandy Clay Loam",21,1.32,72.7,35.6,269.4,6.4,98.5,53.6,89,1.7,11.2,6.4,6.4,2.7,5.3,60,14,1.7
"674",5.17023,6.95593,"Sandy Loam",18,1.28,72.7,35.6,364,8,80.5,59.3,108.9,1.5,11.2,7.2,6.4,3.5,5.4,59,14,1.7
"675",5.21788,6.95593,"Sandy Loam",19,1.33,89,35.6,402.4,8,80.5,59.3,89,1.6,11.2,7.2,5.7,2.7,5.5,61,15,1.5
"676",5.26553,6.95593,"Sandy Clay Loam",24,1.32,65.7,32.1,364,9,80.5,59.3,98.5,1.6,12.5,7.2,7.2,2.7,5.5,59,13,3.1
"677",5.31318,6.95593,"Sandy Loam",19,1.29,65.7,32.1,269.4,7.2,80.5,65.7,80.5,2,11.2,7.2,5.7,2.7,5.5,58,15,1.7
"678",5.36083,6.95593,"Sandy Clay Loam",23,1.27,89,35.6,297.9,8,72.7,59.3,98.5,1.7,12.5,9,8,2.7,5.3,58,15,3.5
"679",5.40848,6.95593,"Sandy Loam",19,1.34,53.6,29,402.4,6.4,72.7,65.7,108.9,1.6,11.2,9,6.4,2.7,5.7,62,15,2.7
"680",5.45614,6.95593,"Sandy Loam",18,1.28,59.3,26.1,402.4,9,80.5,65.7,108.9,1.8,10,8,6.4,2.7,5.5,59,15,1.2
"681",5.50379,6.95593,"Sandy Loam",20,1.32,80.5,23.5,364,9,72.7,65.7,108.9,1.6,10,8,6.4,2.7,5.6,61,17,2
"682",5.55144,6.95593,"Sandy Loam",19,1.33,80.5,29,402.4,9,80.5,59.3,108.9,1.7,10,9,6.4,2.3,5.5,59,15,1.5
"683",5.59909,6.95593,"Sandy Loam",18,1.3,65.7,29,329.3,9,72.7,72.7,98.5,1.9,10,7.2,7.2,2.3,5.7,60,16,2.3
"684",5.64674,6.95593,"Sandy Loam",17,1.34,72.7,32.1,364,9,89,65.7,98.5,1.5,10,6.4,7.2,2.7,5.6,63,13,1.7
"685",5.69439,6.95593,"Sandy Loam",19,1.32,53.6,26.1,364,7.2,72.7,65.7,98.5,1.3,10,7.2,6.4,2.7,5.6,59,14,2.3
"686",5.74204,6.95593,"Sandy Loam",17,1.32,59.3,19.1,402.4,8,80.5,65.7,98.5,1.3,9,7.2,5.7,2.7,5.7,63,14,2
"687",5.77827,6.95593,"Sandy Clay Loam",20,1.33,59.3,23.5,364,8,72.7,80.5,98.5,1.6,10,6.4,6.4,2.3,5.7,58,14,1.7
"688",2.74001,7.00292,"Sandy Clay Loam",33,1.36,108.9,26.1,1338.4,12.5,72.7,98.5,297.9,1.1,9,7.2,7.2,2,6,43,19,2
"689",2.78766,7.00292,"Sandy Clay Loam",21,1.4,108.9,32.1,991.3,10,72.7,89,180.3,1,9,7.2,6.4,2.3,6,61,13,1.5
"690",2.83531,7.00292,"Sandy Clay Loam",23,1.37,108.9,26.1,811.4,10,72.7,98.5,220.4,1.2,9,7.2,7.2,2.3,5.9,59,19,1.2
"691",2.88296,7.00292,"Sandy Clay Loam",27,1.35,108.9,23.5,1211,13.9,80.5,108.9,269.4,1.4,9,6.4,6.4,2.7,5.9,51,22,1.5
"692",2.93062,7.00292,"Sandy Clay Loam",22,1.4,72.7,21.2,1095.6,13.9,89,89,199.3,1.2,10,6.4,5.7,2.3,5.8,56,19,1.5
"693",2.97827,7.00292,"Sandy Clay Loam",25,1.38,89,26.1,1095.6,15.4,80.5,72.7,199.3,1.2,10,8,6.4,2.7,5.7,51,20,1.2
"694",3.02592,7.00292,"Sandy Clay Loam",28,1.38,108.9,32.1,991.3,12.5,80.5,72.7,163,1.3,9,8,6.4,2.7,5.7,53,17,1
"695",3.07357,7.00292,"Sandy Clay Loam",23,1.39,98.5,23.5,734.1,11.2,80.5,65.7,133.3,0.9,10,8,6.4,2.3,5.8,56,17,1.7
"696",3.12122,7.00292,"Sandy Loam",18,1.34,89,32.1,600.8,9,72.7,53.6,98.5,1.4,9,7.2,6.4,2.7,5.8,66,13,1.2
"697",3.16887,7.00292,"Sandy Loam",19,1.37,89,29,444.9,9,98.5,59.3,98.5,1.1,9,8,8,2.7,5.7,64,14,1.5
"698",3.21652,7.00292,"Sandy Loam",16,1.37,80.5,29,402.4,8,72.7,59.3,98.5,1.4,10,7.2,6.4,2.7,6,68,13,2.3
"699",3.26417,7.00292,"Sandy Loam",18,1.32,59.3,29,600.8,9,72.7,59.3,120.5,1.4,10,7.2,7.2,3.1,5.8,65,14,2.7
"700",3.31183,7.00292,"Sandy Clay Loam",25,1.37,89,43.7,364,11.2,89,72.7,108.9,1.5,10,7.2,7.2,3.5,5.4,54,17,0.6
"701",3.35948,7.00292,"Sandy Loam",19,1.31,72.7,32.1,329.3,9,80.5,53.6,98.5,1.5,9,7.2,7.2,4,5.5,65,12,2
"702",3.40713,7.00292,"Sandy Loam",15,1.35,89,26.1,402.4,9,80.5,59.3,89,1.3,10,7.2,7.2,3.1,5.5,65,11,1.7
"703",3.45478,7.00292,"Sandy Loam",17,1.34,108.9,35.6,402.4,9,89,53.6,89,1.3,10,7.2,6.4,3.1,5.6,68,11,1.2
"704",3.50243,7.00292,"Sandy Loam",17,1.35,108.9,32.1,402.4,8,80.5,59.3,98.5,1.4,9,7.2,6.4,3.5,5.5,62,11,2.3
"705",3.54979,7.00568,"Sandy Loam",16,1.35,98.5,29,444.9,6.4,80.5,65.7,80.5,1,10,7.2,6.4,3.1,5.8,70,12,2
"706",3.59773,7.00292,"Sandy Loam",19,1.36,108.9,35.6,444.9,8,98.5,65.7,108.9,1.6,10,8,7.2,3.1,5.6,58,16,1.2
"707",3.64539,7.00292,"Sandy Loam",17,1.29,108.9,32.1,402.4,8,98.5,65.7,120.5,1.5,10,7.2,7.2,3.1,5.5,60,13,1.7
"708",3.69304,7.00292,"Sandy Loam",16,1.37,133.3,32.1,402.4,8,80.5,65.7,108.9,1.7,11.2,6.4,7.2,2.3,5.8,67,11,1.7
"709",3.7385,6.99989,"Sandy Loam",16,1.35,89,43.7,444.9,8,89,65.7,98.5,1.6,11.2,6.4,7.2,3.5,5.5,60,13,2
"710",3.78834,7.00292,"Sandy Clay Loam",20,1.32,80.5,39.4,329.3,8,98.5,65.7,89,1.6,11.2,7.2,8,3.1,5.4,59,12,1.2
"711",3.83551,7.00816,"Sandy Loam",18,1.32,80.5,39.4,402.4,8,80.5,53.6,89,1.7,11.2,7.2,9,3.1,5.7,59,13,2
"712",3.88364,7.00292,"Sandy Loam",17,1.38,72.7,39.4,402.4,6.4,98.5,65.7,80.5,1.4,11.2,7.2,9,3.1,5.6,62,12,1.5
"713",3.93129,7.00292,"Sandy Loam",17,1.31,53.6,39.4,269.4,6.4,108.9,59.3,65.7,1.4,11.2,8,8,3.1,5.5,59,14,1.2
"714",3.97894,7.00292,"Sandy Loam",15,1.39,59.3,35.6,444.9,8,98.5,65.7,89,1.4,10,7.2,7.2,3.1,5.6,60,13,1.5
"715",4.0266,7.00292,"Sandy Loam",17,1.36,89,39.4,444.9,8,89,59.3,72.7,1.4,11.2,7.2,8,2.3,5.7,62,13,2.3
"716",4.07425,7.00292,"Sandy Loam",16,1.29,72.7,35.6,402.4,8,89,65.7,98.5,1.7,10,8,6.4,2.7,5.4,61,15,1.5
"717",4.1219,7.00292,"Sandy Loam",18,1.35,72.7,26.1,364,8,89,65.7,108.9,1.5,11.2,7.2,5.7,2.3,5.5,62,17,1.7
"718",4.16955,7.00292,"Sandy Loam",19,1.32,72.7,32.1,444.9,9,89,65.7,108.9,1.6,11.2,8,6.4,2.3,5.7,62,16,1.5
"719",4.2172,7.00292,"Sandy Loam",19,1.32,89,32.1,297.9,7.2,108.9,59.3,80.5,1.4,10,8,6.4,3.1,5.3,61,13,1.5
"720",4.26485,7.00292,"Sandy Loam",19,1.31,120.5,29,329.3,8,89,65.7,98.5,1.7,12.5,7.2,7.2,3.1,5.5,65,13,3.5
"721",4.3125,7.00292,"Sandy Loam",19,1.34,108.9,35.6,364,7.2,108.9,65.7,89,1.8,11.2,6.4,7.2,3.5,5.3,64,12,2
"722",4.36016,7.00292,"Sandy Loam",17,1.3,89,29,329.3,7.2,98.5,59.3,89,1.9,11.2,7.2,7.2,2.7,5.4,63,13,2.3
"723",4.40781,7.00292,"Sandy Clay Loam",20,1.3,108.9,32.1,329.3,8,108.9,65.7,89,1.4,12.5,8,7.2,3.5,5.3,64,12,1.7
"724",4.45546,7.00292,"Sandy Clay Loam",21,1.29,80.5,32.1,269.4,8,108.9,65.7,80.5,1.9,12.5,7.2,8,3.5,5.2,60,14,2.3
"725",4.50311,7.00292,"Sandy Loam",20,1.29,98.5,32.1,402.4,9,89,65.7,98.5,1.9,12.5,6.4,6.4,2.7,5.4,64,14,2
"726",4.55076,7.00292,"Sandy Loam",19,1.28,80.5,29,329.3,8,98.5,65.7,108.9,2.2,11.2,7.2,6.4,3.1,5.4,63,15,2.3
"727",4.59841,7.00292,"Sandy Loam",19,1.34,72.7,32.1,402.4,8,108.9,65.7,80.5,1.7,11.2,6.4,7.2,3.1,5.4,60,15,1.7
"728",4.64606,7.00292,"Sandy Loam",19,1.3,80.5,35.6,364,7.2,89,59.3,98.5,1.6,12.5,7.2,6.4,3.1,5.4,57,13,2.7
"729",4.69371,7.00292,"Sandy Clay Loam",22,1.3,72.7,32.1,364,9,98.5,59.3,108.9,1.5,12.5,7.2,8,3.1,5.4,61,13,1.7
"730",4.74137,7.00292,"Sandy Loam",20,1.27,80.5,32.1,297.9,9,98.5,53.6,89,1.6,12.5,8,7.2,3.1,5.2,59,14,1.7
"731",4.78902,7.00292,"Sandy Clay Loam",25,1.26,89,35.6,402.4,8,98.5,59.3,89,1.9,11.2,8,7.2,3.5,5.4,53,14,2.7
"732",4.8343,6.99582,"Sandy Clay Loam",23,1.27,80.5,35.6,297.9,8,89,59.3,80.5,1.7,11.2,8,8,3.1,5.4,56,13,2.3
"733",4.88432,7.00292,"Sandy Clay Loam",21,1.33,65.7,39.4,329.3,6.4,89,53.6,89,1.6,11.2,7.2,6.4,3.1,5.3,63,13,2
"734",4.93197,7.00292,"Sandy Loam",19,1.31,65.7,35.6,364,7.2,108.9,48.4,98.5,1.5,11.2,8,7.2,3.5,5.5,65,13,1.5
"735",4.97962,7.00292,"Sandy Loam",20,1.3,80.5,32.1,329.3,7.2,98.5,53.6,108.9,1.6,11.2,7.2,6.4,3.5,5.5,60,15,1.5
"736",5.02727,7.00292,"Sandy Clay Loam",21,1.32,80.5,39.4,297.9,7.2,80.5,53.6,89,1.7,11.2,8,6.4,2.7,5.4,59,15,2
"737",5.07492,7.00292,"Sandy Clay Loam",27,1.23,108.9,32.1,329.3,10,98.5,80.5,72.7,1.6,15.4,8,8,3.1,5.2,56,15,2.3
"738",5.12258,7.00292,"Sandy Clay Loam",25,1.2,120.5,35.6,491.7,9,89,72.7,108.9,1.6,13.9,7.2,7.2,2.7,5.4,59,13,2.7
"739",5.17023,7.00292,"Sandy Clay Loam",21,1.29,65.7,35.6,364,8,89,59.3,98.5,1.5,11.2,7.2,8,2.7,5.5,60,15,2.3
"740",5.21788,7.00292,"Sandy Clay Loam",22,1.33,53.6,35.6,364,9,72.7,65.7,98.5,1.6,12.5,6.4,7.2,2.7,5.6,60,14,2
"741",5.26553,7.00292,"Sandy Clay Loam",25,1.22,108.9,32.1,364,8,72.7,65.7,80.5,1.7,12.5,9,6.4,2.7,5.3,57,14,2.7
"742",5.31318,7.00292,"Sandy Loam",20,1.31,53.6,32.1,329.3,7.2,72.7,65.7,98.5,1.9,12.5,6.4,6.4,2.3,5.6,61,13,2
"743",5.36083,7.00292,"Sandy Clay Loam",22,1.29,39.4,32.1,243.7,6.4,72.7,53.6,89,1.7,12.5,7.2,5.7,3.5,5.4,62,14,2.7
"744",5.40848,7.00292,"Sandy Clay Loam",22,1.21,80.5,32.1,364,8,89,72.7,98.5,1.9,11.2,8,7.2,2.7,5.5,57,15,2.3
"745",5.45614,7.00292,"Sandy Loam",18,1.3,80.5,26.1,329.3,8,72.7,53.6,89,1.6,10,8,6.4,2.7,5.6,61,15,1.7
"746",5.50379,7.00292,"Sandy Clay Loam",20,1.32,89,26.1,364,9,72.7,65.7,120.5,1.3,9,8,6.4,2,5.7,64,15,2.3
"747",5.55144,7.00292,"Sandy Loam",19,1.31,98.5,23.5,269.4,9,72.7,65.7,98.5,1.4,10,8,8,2.7,5.5,62,16,1.2
"748",5.59909,7.00292,"Sandy Loam",17,1.33,80.5,23.5,297.9,9,72.7,59.3,80.5,1.2,9,7.2,5.7,2.7,5.6,65,14,2
"749",5.64674,7.00292,"Sandy Loam",18,1.33,53.6,23.5,364,8,72.7,59.3,108.9,1.6,10,6.4,5.7,2.3,5.6,60,15,2.7
"750",5.69439,7.00292,"Sandy Loam",15,1.35,65.7,19.1,329.3,7.2,80.5,59.3,120.5,1.3,10,7.2,5.7,2.7,5.6,67,12,2.3
"751",5.74204,7.00292,"Sandy Loam",15,1.32,53.6,21.2,329.3,6.4,72.7,65.7,89,1.2,9,6.4,5.7,2,5.7,65,13,2.3
"752",5.78969,7.00292,"Sandy Clay Loam",20,1.28,53.6,32.1,402.4,8,72.7,89,98.5,1.6,11.2,7.2,6.4,2.7,5.9,54,15,2
"753",2.78766,7.04992,"Sandy Clay Loam",26,1.41,98.5,29,1095.6,12.5,80.5,80.5,199.3,1,9,8,6.4,1.7,6.1,59,18,1.2
"754",2.83531,7.04992,"Sandy Clay Loam",25,1.36,80.5,23.5,1211,11.2,80.5,89,199.3,1.2,10,8,6.4,2.7,5.9,47,22,2.7
"755",2.88296,7.04992,"Sandy Clay Loam",26,1.38,89,29,1095.6,12.5,72.7,89,180.3,1.2,10,7.2,6.4,2.3,5.9,53,18,1.5
"756",2.93062,7.04992,"Sandy Clay Loam",21,1.38,98.5,29,734.1,10,80.5,80.5,163,1.1,10,8,5.7,2.7,5.7,58,15,1
"757",2.97827,7.04992,"Sandy Loam",19,1.37,98.5,29,664.1,9,80.5,72.7,147.4,1.1,9,7.2,6.4,2.7,5.8,61,15,1.5
"758",3.02592,7.04992,"Sandy Loam",17,1.34,89,26.1,600.8,9,80.5,65.7,133.3,1.2,10,7.2,6.4,2.3,5.8,63,14,1
"759",3.07357,7.04992,"Sandy Loam",18,1.37,72.7,29,543.6,8,80.5,59.3,120.5,1.2,9,8,6.4,2.7,5.6,65,12,2
"760",3.12122,7.04992,"Sandy Clay Loam",20,1.38,89,39.4,543.6,8,72.7,59.3,120.5,1.4,9,7.2,7.2,3.1,5.7,63,14,1.7
"761",3.16887,7.04992,"Sandy Loam",19,1.33,89,32.1,543.6,9,80.5,65.7,98.5,1.2,11.2,7.2,5,3.1,5.9,64,12,1.7
"762",3.21652,7.04992,"Sandy Loam",16,1.35,108.9,26.1,491.7,8,80.5,53.6,120.5,1.2,9,7.2,6.4,2.7,5.8,69,14,1.5
"763",3.26417,7.04992,"Sandy Loam",16,1.37,120.5,21.2,491.7,7.2,72.7,65.7,120.5,0.9,9,7.2,6.4,2,5.9,67,15,2.7
"764",3.31183,7.04992,"Sandy Clay Loam",20,1.4,80.5,19.1,543.6,9,72.7,59.3,163,1.1,9,7.2,5.7,2,5.9,61,16,1.7
"765",3.35948,7.04992,"Sandy Clay Loam",22,1.36,65.7,35.6,491.7,9,80.5,72.7,120.5,1.5,10,7.2,5.7,3.1,5.8,59,16,1.5
"766",3.40713,7.04992,"Sandy Loam",17,1.3,89,26.1,364,8,80.5,59.3,108.9,1.8,10,7.2,6.4,3.1,5.7,62,14,2
"767",3.45478,7.04992,"Sandy Loam",18,1.34,98.5,35.6,444.9,7.2,72.7,53.6,89,1.6,9,8,6.4,2.7,5.6,68,11,1.7
"768",3.50243,7.04992,"Sandy Loam",18,1.34,89,32.1,364,8,80.5,59.3,89,1.4,10,7.2,6.4,3.1,5.6,63,12,2.3
"769",3.55008,7.04992,"Sandy Loam",17,1.29,89,35.6,444.9,7.2,89,65.7,98.5,1.7,11.2,6.4,7.2,2.7,5.6,57,14,1.5
"770",3.59773,7.04992,"Sandy Loam",16,1.31,80.5,32.1,444.9,8,89,72.7,108.9,1.6,10,8,6.4,3.1,5.6,62,14,2
"771",3.64539,7.04992,"Sandy Loam",18,1.31,72.7,35.6,402.4,8,98.5,59.3,89,1.7,10,7.2,7.2,3.1,5.5,60,12,2
"772",3.69304,7.04992,"Sandy Loam",17,1.33,59.3,39.4,491.7,8,108.9,65.7,120.5,1.7,10,8,5.7,2.7,5.5,59,14,1.5
"773",3.74069,7.04992,"Sandy Clay Loam",20,1.34,53.6,43.7,364,8,98.5,59.3,89,1.6,11.2,8,7.2,3.1,5.5,57,12,2.3
"774",3.78834,7.04992,"Sandy Loam",18,1.35,59.3,39.4,444.9,8,89,65.7,89,1.7,11.2,7.2,7.2,3.1,5.5,58,13,1.5
"775",3.83599,7.04992,"Sandy Loam",18,1.4,72.7,39.4,364,9,72.7,53.6,80.5,1.5,10,7.2,6.4,3.5,5.4,59,14,1.2
"776",3.88364,7.04992,"Sandy Clay Loam",20,1.35,72.7,26.1,402.4,8,80.5,53.6,108.9,1.8,10,7.2,6.4,2.7,5.8,62,14,2.7
"777",3.93129,7.04992,"Sandy Loam",18,1.31,43.7,39.4,329.3,6.4,108.9,59.3,89,1.6,11.2,7.2,7.2,3.1,5.5,63,14,1.5
"778",3.97894,7.04992,"Sandy Loam",19,1.34,59.3,35.6,364,8,98.5,53.6,89,1.5,11.2,7.2,7.2,3.5,5.6,60,15,1.2
"779",4.0266,7.04992,"Sandy Loam",19,1.33,65.7,35.6,364,8,89,53.6,89,1.7,11.2,9,6.4,3.1,5.4,60,13,1.2
"780",4.07425,7.04992,"Sandy Loam",17,1.33,59.3,39.4,444.9,8,80.5,59.3,108.9,1.4,11.2,7.2,5.7,2,5.6,55,16,1.7
"781",4.1219,7.04992,"Sandy Loam",18,1.31,89,35.6,364,8,98.5,59.3,80.5,1.6,12.5,7.2,8,3.1,5.4,61,14,2.7
"782",4.16955,7.04992,"Sandy Loam",18,1.3,89,32.1,297.9,9,98.5,65.7,80.5,1.5,11.2,7.2,6.4,2.7,5.5,62,14,1.7
"783",4.2172,7.04992,"Sandy Loam",19,1.31,80.5,29,444.9,8,89,59.3,89,1.5,11.2,7.2,6.4,2.3,5.6,64,15,1.7
"784",4.26485,7.04992,"Sandy Loam",19,1.31,89,29,364,9,89,59.3,98.5,2,11.2,7.2,6.4,2.7,5.6,61,13,2.7
"785",4.3125,7.04992,"Sandy Loam",19,1.31,80.5,32.1,444.9,8,108.9,53.6,98.5,1.7,12.5,7.2,7.2,2.7,5.5,63,13,2
"786",4.36016,7.04992,"Sandy Loam",19,1.29,65.7,32.1,402.4,7.2,108.9,59.3,98.5,2.1,11.2,7.2,7.2,3.1,5.5,61,15,1.7
"787",4.40781,7.04992,"Sandy Clay Loam",21,1.32,72.7,39.4,444.9,7.2,89,53.6,108.9,1.6,11.2,7.2,6.4,3.1,5.3,61,13,2
"788",4.45429,7.05672,"Sandy Loam",20,1.31,98.5,35.6,364,8,98.5,59.3,89,1.6,11.2,7.2,7.2,2.7,5.4,59,13,2
"789",4.50311,7.04992,"Sandy Clay Loam",23,1.31,120.5,29,402.4,8,89,65.7,98.5,1.5,11.2,8,6.4,2.7,5.3,57,13,1.5
"790",4.55076,7.04992,"Sandy Clay Loam",21,1.27,89,35.6,364,8,98.5,65.7,108.9,1.8,11.2,7.2,6.4,2.7,5.6,58,13,2
"791",4.59841,7.04992,"Sandy Loam",19,1.28,80.5,35.6,364,8,80.5,59.3,98.5,1.9,11.2,8,6.4,3.1,5.5,53,12,2
"792",4.64606,7.04992,"Sandy Clay Loam",26,1.29,89,35.6,269.4,7.2,108.9,59.3,89,1.6,13.9,6.4,7.2,3.1,5.2,58,14,2
"793",4.69371,7.04992,"Sandy Clay Loam",21,1.29,65.7,39.4,329.3,7.2,98.5,53.6,98.5,1.7,12.5,7.2,7.2,3.5,5.4,64,12,2
"794",4.74137,7.04992,"Sandy Clay Loam",25,1.24,108.9,39.4,402.4,8,89,59.3,120.5,1.7,15.4,7.2,8,3.1,5.2,58,14,4
"795",4.78902,7.04992,"Sandy Clay Loam",21,1.28,59.3,35.6,402.4,7.2,98.5,53.6,108.9,1.6,10,7.2,7.2,3.5,5.4,61,14,1.7
"796",4.83667,7.04992,"Sandy Clay Loam",22,1.22,120.5,32.1,364,8,80.5,72.7,98.5,1.8,13.9,7.2,9,3.5,5.4,55,12,2
"797",4.88432,7.04992,"Sandy Loam",20,1.35,59.3,43.7,297.9,7.2,89,53.6,98.5,1.7,10,6.4,5.7,3.5,5.4,59,13,2.3
"798",4.93197,7.04992,"Sandy Clay Loam",22,1.27,59.3,35.6,297.9,6.4,98.5,53.6,98.5,1.4,11.2,8,6.4,3.5,5.4,61,15,1.5
"799",4.97962,7.04992,"Sandy Loam",19,1.26,65.7,35.6,297.9,7.2,98.5,48.4,80.5,1.6,11.2,8,6.4,3.5,5.3,57,14,1.7
"800",5.02727,7.04992,"Sandy Clay Loam",20,1.27,80.5,32.1,329.3,8,98.5,53.6,89,1.5,10,8,6.4,3.1,5.3,61,15,1.7
"801",5.07492,7.04992,"Sandy Clay Loam",28,1.17,108.9,35.6,329.3,9,89,72.7,72.7,1.9,17.2,8,8,3.1,5.3,49,13,4
"802",5.12258,7.04992,"Sandy Clay Loam",26,1.24,133.3,32.1,444.9,9,80.5,72.7,89,1.7,13.9,9,9,2.7,5.4,57,14,3.1
"803",5.17023,7.04992,"Sandy Clay Loam",25,1.24,80.5,32.1,297.9,8,80.5,59.3,89,1.5,12.5,8,7.2,2.7,5.3,57,14,2.3
"804",5.21788,7.04992,"Sandy Clay Loam",21,1.32,65.7,35.6,329.3,7.2,80.5,53.6,80.5,1.5,11.2,6.4,6.4,3.1,5.5,63,13,2
"805",5.26553,7.04992,"Sandy Clay Loam",22,1.33,53.6,35.6,297.9,8,80.5,59.3,98.5,1.6,11.2,7.2,6.4,2.7,5.4,60,14,2
"806",5.31318,7.04992,"Sandy Clay Loam",24,1.24,120.5,32.1,402.4,9,72.7,65.7,108.9,1.8,13.9,8,7.2,2.7,5.4,56,14,2.3
"807",5.36083,7.0385,"Sandy Loam",19,1.33,72.7,32.1,364,7.2,72.7,53.6,98.5,1.7,11.2,6.4,6.4,2.7,5.4,60,14,2
"808",5.40848,7.04992,"Sandy Clay Loam",24,1.27,65.7,29,297.9,6.4,89,65.7,89,1.8,12.5,7.2,8,2.7,5.6,55,15,3.1
"809",5.45614,7.04992,"Sandy Loam",20,1.33,65.7,26.1,329.3,8,72.7,65.7,89,1.5,10,7.2,6.4,2.7,5.7,61,14,2
"810",5.50379,7.04992,"Sandy Loam",19,1.3,53.6,32.1,364,8,65.7,65.7,98.5,1.6,11.2,7.2,6.4,2.7,5.6,57,15,1.7
"811",5.55144,7.04992,"Sandy Loam",16,1.29,72.7,26.1,329.3,7.2,80.5,65.7,80.5,1.5,10,7.2,6.4,2.3,5.5,62,14,2
"812",5.60061,7.03241,"Sandy Loam",17,1.34,72.7,26.1,329.3,7.2,89,65.7,89,1.2,10,8,5.7,2.7,5.8,60,14,1.7
"813",5.64674,7.04992,"Sandy Loam",19,1.34,89,23.5,329.3,7.2,72.7,59.3,89,1.5,10,5.7,5,3.1,5.7,61,13,1.7
"814",5.69552,7.05441,"Sandy Loam",18,1.28,65.7,26.1,329.3,9,72.7,72.7,89,1.2,10,6.4,6.4,2.3,5.7,61,13,2.3
"815",5.74204,7.04992,"Sandy Clay Loam",20,1.29,53.6,29,364,6.4,80.5,72.7,89,1.6,11.2,8,6.4,2.7,5.7,61,14,2.3
"816",5.78969,7.04992,"Sandy Clay Loam",23,1.27,59.3,29,297.9,7.2,80.5,72.7,89,1.6,12.5,8,7.2,2.3,5.6,57,16,2.7
"817",2.78766,7.09692,"Sandy Clay Loam",32,1.37,108.9,32.1,1338.4,17.2,65.7,89,220.4,1.2,11.2,7.2,5.7,2.3,5.9,52,17,1.5
"818",2.83531,7.09692,"Sandy Clay Loam",30,1.37,80.5,29,1095.6,15.4,72.7,89,199.3,1.1,10,7.2,6.4,3.1,5.9,49,18,1.7
"819",2.88296,7.09692,"Sandy Loam",19,1.39,108.9,23.5,734.1,11.2,72.7,80.5,163,0.9,10,7.2,5.7,2.3,6,60,15,1.2
"820",2.93062,7.09692,"Sandy Loam",18,1.36,72.7,26.1,734.1,9,80.5,89,120.5,1.2,11.2,8,6.4,2.7,5.7,59,16,1.7
"821",2.97827,7.09692,"Sandy Loam",17,1.4,80.5,19.1,543.6,8,72.7,72.7,133.3,1.1,8,7.2,6.4,2.3,5.8,68,13,2.7
"822",3.02592,7.09692,"Sandy Loam",14,1.41,89,23.5,543.6,8,72.7,65.7,108.9,1.2,10,7.2,6.4,2.7,5.9,67,14,1.5
"823",3.07357,7.09692,"Sandy Loam",16,1.38,120.5,29,543.6,7.2,72.7,59.3,108.9,1.2,8,6.4,6.4,2.3,5.7,69,16,2.3
"824",3.12122,7.09692,"Sandy Loam",18,1.35,89,29,543.6,8,72.7,65.7,98.5,1.1,9,7.2,5.7,2.7,5.7,62,15,3.1
"825",3.16887,7.09692,"Sandy Loam",16,1.36,108.9,23.5,600.8,8,98.5,72.7,133.3,1.1,10,8,7.2,2.3,5.9,63,12,2
"826",3.21652,7.09692,"Sandy Loam",16,1.37,89,21.2,600.8,8,89,72.7,120.5,1.1,10,7.2,6.4,2.3,5.9,67,14,1.5
"827",3.26417,7.09692,"Sandy Loam",17,1.34,89,26.1,600.8,8,72.7,65.7,120.5,1.3,10,7.2,6.4,2.3,5.9,66,13,1.7
"828",3.31183,7.09692,"Sandy Clay Loam",21,1.36,89,29,543.6,8,72.7,72.7,120.5,1.7,10,8,5.7,2,5.9,58,14,2.3
"829",3.35948,7.09692,"Sandy Clay Loam",20,1.29,80.5,29,491.7,10,89,72.7,98.5,1.3,10,7.2,6.4,3.1,5.7,64,16,1.7
"830",3.40497,7.0984,"Sandy Clay Loam",20,1.27,89,29,402.4,9,89,80.5,120.5,1.6,11.2,7.2,7.2,2.7,5.6,56,15,1.7
"831",3.45478,7.09692,"Sandy Loam",19,1.29,65.7,29,491.7,8,80.5,59.3,120.5,1.4,10,7.2,6.4,2.7,5.6,62,13,1.5
"832",3.49417,7.09835,"Sandy Loam",15,1.35,65.7,32.1,543.6,8,80.5,59.3,98.5,1.4,9,7.2,5.7,2.3,5.9,63,14,1.7
