"","Long","Lat","texture_class","clay_content","bulk_density","aluminium_extractable","carbon_total","calcium_extractable","cation_exchange_capacity","iron_extractable","potassium_extractable","magnesium_extractable","nitrogen_total","carbon_organic","phosphorous_extractable","sulphur_extractable","zinc_extractable","ph","sand_content","silt_content","stone_content"
"833",3.55029,7.09824,"Sandy Loam",15,1.31,59.3,35.6,444.9,8,80.5,59.3,108.9,1.5,9,7.2,5.7,2.3,5.8,63,14,1.7
"834",3.59467,7.09927,"Sandy Loam",15,1.35,80.5,35.6,444.9,7.2,80.5,59.3,98.5,1.7,10,7.2,5,2.3,5.8,63,12,2.3
"835",3.64539,7.09692,"Sandy Loam",18,1.3,72.7,29,402.4,7.2,98.5,65.7,108.9,1.6,10,7.2,5.7,2.3,5.4,62,13,1.5
"836",3.69304,7.09692,"Sandy Loam",18,1.33,80.5,35.6,444.9,8,80.5,59.3,98.5,1.7,10,7.2,6.4,2.7,5.9,58,14,1.2
"837",3.74069,7.09692,"Sandy Loam",19,1.37,72.7,35.6,444.9,8,72.7,59.3,108.9,1.4,10,7.2,6.4,2.3,5.5,58,14,1.5
"838",3.78834,7.09692,"Sandy Loam",19,1.37,80.5,39.4,402.4,9,72.7,59.3,108.9,1.4,10,6.4,5.7,2.3,5.8,62,15,2
"839",3.83599,7.09692,"Sandy Loam",16,1.34,80.5,32.1,364,9,80.5,59.3,120.5,1.5,11.2,7.2,6.4,2.3,5.7,63,14,1.7
"840",3.88364,7.09692,"Sandy Loam",19,1.34,80.5,23.5,491.7,8,89,65.7,98.5,1.5,10,7.2,6.4,2.3,5.7,60,13,2.3
"841",3.93129,7.09692,"Sandy Loam",18,1.32,32.1,32.1,444.9,8,80.5,59.3,89,2.2,11.2,7.2,6.4,2.7,5.9,62,14,2.7
"842",3.97894,7.09692,"Sandy Loam",19,1.3,39.4,35.6,444.9,8,89,53.6,98.5,1.5,10,8,6.4,2.7,5.5,59,14,1.5
"843",4.02476,7.10288,"Sandy Loam",19,1.35,48.4,26.1,444.9,8,89,53.6,108.9,1.5,10,8,5.7,2.7,5.8,61,14,2
"844",4.07425,7.09692,"Sandy Clay Loam",24,1.25,65.7,35.6,402.4,8,89,65.7,98.5,1.7,11.2,8,7.2,3.1,5.6,56,15,3.1
"845",4.12098,7.08545,"Sandy Clay Loam",22,1.24,98.5,35.6,444.9,9,89,72.7,98.5,1.7,12.5,7.2,8,2.7,5.5,56,12,2.3
"846",4.16955,7.09692,"Sandy Loam",18,1.33,89,32.1,444.9,9,89,65.7,98.5,1.5,11.2,7.2,6.4,3.5,5.5,59,12,2
"847",4.2172,7.09692,"Sandy Loam",20,1.36,65.7,35.6,444.9,9,89,59.3,108.9,1.5,12.5,6.4,7.2,2.7,5.6,63,12,1.7
"848",4.26485,7.09692,"Sandy Loam",17,1.29,53.6,35.6,402.4,7.2,108.9,53.6,98.5,1.7,11.2,7.2,8,2.7,5.4,66,13,2.3
"849",4.3125,7.09692,"Sandy Loam",19,1.31,59.3,39.4,402.4,8,89,48.4,98.5,1.9,11.2,7.2,5.7,2.3,5.6,65,15,2.3
"850",4.36016,7.09692,"Sandy Loam",17,1.31,53.6,35.6,402.4,7.2,98.5,53.6,108.9,1.7,10,8,5.7,2.7,5.7,61,16,1.7
"851",4.40781,7.09692,"Sandy Clay Loam",21,1.25,72.7,35.6,329.3,6.4,108.9,59.3,89,1.6,12.5,7.2,7.2,2.7,5.5,57,12,2.3
"852",4.45546,7.09692,"Sandy Clay Loam",22,1.28,59.3,35.6,329.3,7.2,89,53.6,89,1.8,12.5,7.2,6.4,2.7,5.5,62,13,3.1
"853",4.50311,7.09692,"Sandy Clay Loam",24,1.34,108.9,35.6,402.4,6.4,80.5,59.3,80.5,1.6,12.5,7.2,6.4,2.7,5.4,59,13,2.7
"854",4.55076,7.09692,"Sandy Clay Loam",27,1.26,89,39.4,329.3,7.2,89,65.7,89,1.6,12.5,6.4,6.4,3.1,5.2,54,14,3.1
"855",4.59841,7.09692,"Sandy Clay Loam",23,1.27,72.7,32.1,297.9,8,89,59.3,89,1.7,13.9,7.2,8,3.5,5.2,58,14,2
"856",4.64606,7.09692,"Sandy Clay Loam",24,1.29,48.4,35.6,297.9,7.2,80.5,59.3,80.5,1.7,12.5,7.2,6.4,3.5,5.2,55,12,2
"857",4.69371,7.09692,"Sandy Clay Loam",20,1.31,65.7,35.6,269.4,8,98.5,48.4,80.5,1.5,11.2,7.2,7.2,3.1,5.2,59,14,1.5
"858",4.74137,7.09692,"Sandy Clay Loam",21,1.23,59.3,39.4,329.3,6.4,89,59.3,80.5,1.6,11.2,7.2,6.4,4,5.4,57,14,2
"859",4.79079,7.0913,"Sandy Loam",19,1.31,48.4,32.1,297.9,6.4,98.5,48.4,108.9,1.6,10,6.4,6.4,3.1,5.5,62,13,2
"860",4.91205,7.02306,"Sandy Loam",19,1.37,53.6,43.7,364,5.7,89,59.3,108.9,1.5,11.2,6.4,7.2,3.5,5.6,62,15,2.3
"861",4.88432,7.09692,"Sandy Clay Loam",21,1.31,53.6,35.6,364,8,98.5,53.6,98.5,1.6,11.2,6.4,7.2,3.1,5.5,61,15,1.7
"862",4.93197,7.09692,"Sandy Clay Loam",22,1.26,59.3,35.6,364,7.2,80.5,53.6,89,1.5,12.5,7.2,7.2,3.1,5.5,59,15,1.7
"863",4.97962,7.09692,"Sandy Clay Loam",21,1.29,53.6,35.6,364,7.2,80.5,53.6,98.5,1.5,10,6.4,6.4,3.1,5.7,61,16,1.5
"864",5.02727,7.09692,"Sandy Clay Loam",21,1.26,89,32.1,329.3,8,80.5,59.3,108.9,1.5,11.2,7.2,7.2,3.5,5.5,61,14,2
"865",5.07492,7.09692,"Sandy Clay Loam",23,1.18,80.5,26.1,329.3,9,80.5,72.7,65.7,1.5,12.5,11.2,9,3.1,5.6,57,18,4
"866",5.12258,7.09692,"Sandy Clay Loam",25,1.23,98.5,29,297.9,8,89,59.3,89,1.6,11.2,7.2,7.2,3.1,5.5,61,13,2.3
"867",5.17023,7.09692,"Sandy Loam",17,1.28,80.5,32.1,329.3,8,72.7,65.7,98.5,1.4,10,7.2,5.7,2.3,5.5,65,13,1.5
"868",5.21788,7.09692,"Sandy Loam",19,1.31,48.4,35.6,329.3,8,98.5,65.7,98.5,1.7,11.2,6.4,7.2,3.5,5.5,63,14,1.7
"869",5.26553,7.09692,"Sandy Loam",19,1.3,48.4,32.1,364,7.2,80.5,65.7,108.9,1.6,10,7.2,6.4,2.7,5.4,60,14,2.3
"870",5.31318,7.09692,"Sandy Clay Loam",22,1.28,65.7,32.1,364,7.2,89,72.7,80.5,1.7,12.5,7.2,6.4,2.3,5.4,59,14,2.3
"871",5.36083,7.09692,"Sandy Clay Loam",20,1.33,80.5,32.1,444.9,7.2,80.5,59.3,108.9,1.6,10,7.2,6.4,2.7,5.6,64,14,1.5
"872",5.40848,7.09346,"Sandy Loam",19,1.31,80.5,32.1,297.9,8,80.5,65.7,98.5,1.6,11.2,6.4,6.4,2.7,5.6,64,12,2.3
"873",5.45812,7.09067,"Sandy Clay Loam",20,1.31,59.3,29,297.9,8,80.5,65.7,89,1.8,10,6.4,6.4,3.1,5.6,59,15,1.7
"874",5.48018,7.0893,"Sandy Loam",17,1.33,48.4,29,364,9,80.5,59.3,98.5,1.6,10,6.4,5.7,2.7,5.4,61,15,2
"875",5.5664,7.07563,"Sandy Loam",18,1.32,48.4,26.1,364,8,72.7,59.3,98.5,1.4,10,7.2,5.7,3.1,5.6,63,12,1.7
"876",5.59909,7.09692,"Sandy Loam",15,1.37,89,19.1,329.3,7.2,72.7,59.3,89,1.2,10,7.2,5.7,3.1,5.7,65,11,2
"877",5.65131,7.08778,"Sandy Loam",20,1.4,53.6,19.1,364,7.2,80.5,65.7,108.9,1.1,8,8,6.4,2.7,5.7,64,14,2.3
"878",5.69439,7.09692,"Sandy Loam",17,1.34,43.7,32.1,444.9,7.2,65.7,65.7,108.9,1.2,9,6.4,6.4,2,5.8,65,13,1.7
"879",5.74204,7.09692,"Sandy Loam",18,1.28,59.3,29,402.4,7.2,80.5,80.5,108.9,1.5,10,7.2,5.7,2.7,5.8,60,12,2.7
"880",5.78969,7.09692,"Sandy Clay Loam",21,1.31,39.4,29,444.9,8,80.5,80.5,98.5,1.7,11.2,7.2,6.4,2.3,5.5,54,15,2.3
"881",5.83735,7.09692,"Sandy Loam",19,1.29,39.4,29,444.9,8,72.7,72.7,89,1.5,10,7.2,6.4,2.3,5.8,59,15,2.3
"882",2.78766,7.14392,"Sandy Clay Loam",32,1.43,89,29,1211,13.9,72.7,80.5,220.4,1.1,10,7.2,6.4,2.7,5.9,46,18,1.7
"883",2.83531,7.14392,"Sandy Loam",18,1.39,98.5,26.1,811.4,8,72.7,98.5,163,1.1,9,8,6.4,2,6.1,63,16,2.3
"884",2.88296,7.14392,"Sandy Loam",18,1.39,80.5,23.5,811.4,9,72.7,72.7,133.3,0.9,9,6.4,6.4,2.7,5.9,59,15,1.7
"885",2.93062,7.14392,"Sandy Loam",17,1.4,89,26.1,734.1,10,65.7,80.5,147.4,1.1,10,6.4,6.4,2.7,6,62,16,1.7
"886",2.97827,7.14392,"Sandy Loam",17,1.39,72.7,26.1,600.8,8,80.5,80.5,133.3,1.3,10,6.4,5.7,2.7,5.8,63,15,1.5
"887",3.02592,7.14392,"Sandy Loam",15,1.38,98.5,23.5,600.8,7.2,65.7,72.7,120.5,1,9,7.2,6.4,2.3,5.9,63,14,2
"888",3.07357,7.14392,"Sandy Loam",16,1.36,89,29,543.6,8,65.7,65.7,108.9,1.2,11.2,5.7,5.7,2.7,5.8,58,13,1.7
"889",3.12122,7.14392,"Sandy Loam",17,1.38,108.9,26.1,600.8,7.2,65.7,59.3,108.9,1.1,8,6.4,5.7,2.7,5.9,67,14,3.1
"890",3.16919,7.14621,"Sandy Loam",15,1.32,98.5,19.1,543.6,7.2,72.7,59.3,108.9,1.1,9,7.2,5.7,2.3,5.9,69,15,3.5
"891",3.21652,7.14392,"Sandy Loam",17,1.35,108.9,23.5,543.6,8,65.7,65.7,120.5,1.1,10,6.4,6.4,2.3,5.8,65,16,2.3
"892",3.26417,7.14392,"Sandy Loam",15,1.39,108.9,19.1,543.6,8,80.5,65.7,98.5,1,9,7.2,5,1.7,5.9,63,17,2.3
"893",3.29568,7.16022,"Sandy Loam",17,1.34,133.3,21.2,491.7,8,72.7,59.3,108.9,1.1,7.2,9,5.7,1.7,5.9,67,15,3.1
"894",3.35915,7.13229,"Sandy Loam",16,1.38,80.5,23.5,444.9,7.2,80.5,65.7,120.5,1,8,8,5.7,2,5.9,65,15,2.7
"895",3.40713,7.14392,"Sandy Loam",19,1.36,89,23.5,329.3,7.2,72.7,59.3,108.9,1.2,10,8,5,2.3,5.8,66,15,2.3
"896",3.45478,7.14392,"Sandy Clay Loam",20,1.3,98.5,32.1,444.9,8,80.5,65.7,108.9,1.5,11.2,6.4,5.7,2.3,5.8,63,11,2
"897",3.50243,7.14392,"Sandy Loam",18,1.35,65.7,29,543.6,8,80.5,65.7,98.5,1.5,10,7.2,5,2.7,5.8,57,14,2.7
"898",3.55008,7.14392,"Sandy Loam",18,1.35,72.7,29,444.9,8,89,59.3,98.5,1.4,10,8,5.7,2,5.7,61,13,2
"899",3.59773,7.14392,"Sandy Loam",15,1.32,72.7,35.6,444.9,7.2,80.5,65.7,98.5,1.7,10,7.2,5.7,2.3,5.8,61,14,1.7
"900",3.64539,7.14392,"Sandy Loam",17,1.33,65.7,35.6,543.6,7.2,80.5,65.7,120.5,1.7,10,7.2,5.7,2.3,5.7,61,14,1.7
"901",3.69304,7.14392,"Sandy Loam",19,1.35,72.7,43.7,491.7,7.2,98.5,59.3,98.5,1.7,9,6.4,5.7,2.7,5.5,56,14,1.2
"902",3.74069,7.14392,"Sandy Loam",17,1.35,65.7,32.1,444.9,7.2,89,65.7,98.5,1.7,10,7.2,5.7,2.3,5.5,60,14,2.7
"903",3.78834,7.14392,"Sandy Loam",18,1.39,80.5,26.1,444.9,8,80.5,65.7,98.5,1.6,10,7.2,6.4,2,5.7,59,15,1.2
"904",3.83599,7.14392,"Sandy Loam",19,1.33,65.7,29,329.3,8,72.7,53.6,98.5,1.5,10,8,6.4,2.7,5.6,57,14,2
"905",3.88364,7.14392,"Sandy Loam",18,1.32,43.7,29,402.4,8,80.5,59.3,108.9,1.5,10,8,5.7,1.7,5.7,60,14,2.3
"906",3.93129,7.14392,"Sandy Loam",19,1.37,48.4,35.6,364,7.2,80.5,59.3,108.9,1.8,11.2,6.4,5.7,3.1,5.6,59,15,2.3
"907",3.97894,7.14392,"Sandy Loam",19,1.3,48.4,32.1,444.9,8,80.5,59.3,98.5,2.1,11.2,8,5.7,2.7,5.6,58,15,2.7
"908",4.0266,7.14392,"Sandy Loam",18,1.35,48.4,32.1,402.4,6.4,89,53.6,98.5,1.3,10,8,6.4,2.3,5.7,60,13,1.2
"909",4.07425,7.14392,"Sandy Loam",19,1.31,43.7,35.6,491.7,9,89,65.7,108.9,1.8,11.2,7.2,5.7,2.3,5.7,56,16,1.7
"910",4.1219,7.14392,"Sandy Loam",18,1.28,48.4,35.6,402.4,7.2,89,59.3,98.5,1.5,11.2,7.2,6.4,3.1,5.6,61,14,2.3
"911",4.16955,7.14392,"Sandy Clay Loam",21,1.3,48.4,32.1,297.9,7.2,98.5,53.6,98.5,1.6,11.2,6.4,7.2,4,5.5,59,12,2.3
"912",4.2172,7.14392,"Sandy Loam",18,1.36,65.7,35.6,402.4,7.2,89,59.3,133.3,1.7,11.2,7.2,7.2,2.7,5.7,67,13,2
"913",4.26485,7.14392,"Sandy Loam",19,1.3,59.3,35.6,402.4,7.2,72.7,59.3,98.5,1.6,11.2,7.2,6.4,3.1,5.5,63,13,2.3
"914",4.3125,7.14392,"Sandy Clay Loam",22,1.29,98.5,32.1,364,9,80.5,59.3,80.5,1.7,13.9,8,7.2,2.7,5.6,60,15,2.7
"915",4.36016,7.14392,"Sandy Loam",18,1.29,39.4,32.1,402.4,6.4,98.5,53.6,89,1.7,11.2,7.2,5.7,2.7,5.7,55,16,2.3
"916",4.40781,7.14392,"Sandy Loam",19,1.27,43.7,32.1,329.3,7.2,98.5,53.6,89,1.6,10,7.2,6.4,2.3,5.5,59,14,2.7
"917",4.45546,7.14392,"Sandy Loam",19,1.3,39.4,35.6,297.9,7.2,89,53.6,89,1.6,10,6.4,7.2,3.1,5.5,63,12,2.3
"918",4.50311,7.14392,"Sandy Loam",17,1.34,35.6,39.4,402.4,8,80.5,59.3,108.9,1.6,10,7.2,6.4,3.5,5.6,58,13,2
"919",4.55076,7.14392,"Sandy Loam",19,1.34,65.7,35.6,269.4,6.4,80.5,59.3,98.5,1.6,11.2,6.4,6.4,2.7,5.4,58,16,2.3
"920",4.59841,7.14392,"Sandy Clay Loam",22,1.3,53.6,39.4,364,6.4,89,53.6,89,1.6,11.2,7.2,6.4,3.1,5.4,62,13,2
"921",4.64606,7.14392,"Sandy Clay Loam",21,1.28,53.6,35.6,269.4,7.2,80.5,48.4,80.5,1.6,11.2,7.2,6.4,3.1,5.4,60,14,2
"922",4.69371,7.14392,"Sandy Clay Loam",21,1.24,59.3,35.6,220.4,7.2,89,53.6,89,1.5,10,7.2,5.7,3.5,5.3,61,13,2.3
"923",4.74137,7.14392,"Sandy Clay Loam",22,1.23,43.7,35.6,297.9,7.2,108.9,48.4,80.5,1.5,11.2,6.4,5.7,3.5,5.3,61,13,1.7
"924",4.78902,7.14392,"Sandy Clay Loam",21,1.27,65.7,39.4,297.9,6.4,80.5,53.6,80.5,1.5,11.2,6.4,6.4,3.1,5.3,60,13,2
"925",4.83667,7.14392,"Sandy Clay Loam",22,1.26,108.9,35.6,364,7.2,72.7,65.7,80.5,1.7,13.9,7.2,6.4,3.5,5.4,56,13,2
"926",4.88432,7.14392,"Sandy Loam",20,1.28,65.7,39.4,329.3,7.2,98.5,53.6,98.5,1.7,11.2,6.4,7.2,3.1,5.5,62,13,1.7
"927",4.93197,7.14392,"Sandy Loam",19,1.33,43.7,32.1,364,8,98.5,53.6,108.9,1.5,10,8,6.4,3.1,5.7,62,15,1.5
"928",4.97962,7.14392,"Sandy Clay Loam",22,1.29,72.7,35.6,364,9,72.7,53.6,98.5,1.7,13.9,8,7.2,3.1,5.5,52,15,3.1
"929",5.02727,7.14392,"Sandy Loam",19,1.25,53.6,29,364,8,80.5,48.4,98.5,1.6,10,7.2,5.7,3.1,5.8,62,15,2
"930",5.07492,7.14392,"Sandy Loam",20,1.31,59.3,35.6,364,8,72.7,72.7,108.9,1.5,10,6.4,7.2,3.1,5.6,63,15,1.5
"931",5.12258,7.14392,"Sandy Clay Loam",21,1.26,80.5,32.1,297.9,6.4,89,59.3,89,1.3,10,7.2,6.4,2.3,5.5,63,15,1.7
"932",5.14282,7.12107,"Sandy Clay Loam",25,1.19,120.5,29,297.9,7.2,72.7,65.7,80.5,1.5,12.5,8,6.4,2.7,5.4,57,13,2.3
"933",5.21788,7.14392,"Sandy Clay Loam",25,1.31,35.6,35.6,243.7,7.2,89,59.3,89,1.9,11.2,6.4,6.4,3.1,5.4,58,13,2
"934",5.26553,7.14392,"Sandy Clay Loam",23,1.27,32.1,32.1,364,8,80.5,59.3,89,1.8,10,6.4,6.4,3.1,5.5,60,15,2
"935",5.31318,7.14392,"Sandy Clay Loam",23,1.25,39.4,29,402.4,7.2,80.5,65.7,89,1.7,10,8,5.7,3.1,5.6,60,15,2.3
"936",5.36083,7.14392,"Sandy Clay Loam",23,1.31,65.7,32.1,364,8,80.5,65.7,89,1.7,12.5,5.7,6.4,2.7,5.8,62,12,2.3
"937",5.40848,7.14392,"Sandy Loam",20,1.3,65.7,23.5,297.9,7.2,80.5,65.7,89,1.3,10,7.2,5.7,2.3,5.7,67,14,2.7
"938",5.45614,7.14392,"Sandy Loam",16,1.3,65.7,23.5,329.3,6.4,72.7,65.7,98.5,1.3,10,7.2,5.7,2.7,5.7,65,13,2.7
"939",5.47923,7.11536,"Sandy Loam",19,1.31,72.7,29,444.9,6.4,65.7,72.7,80.5,1.5,10,7.2,6.4,2.7,5.5,59,13,2
"940",5.55658,7.15762,"Sandy Clay Loam",22,1.29,72.7,32.1,364,7.2,72.7,65.7,98.5,1.7,11.2,6.4,6.4,2.7,5.6,65,12,2
"941",5.59909,7.14392,"Sandy Loam",16,1.28,65.7,26.1,329.3,6.4,72.7,59.3,108.9,1.5,10,5.7,5.7,2.7,5.6,62,13,2
"942",5.64674,7.14392,"Sandy Loam",19,1.25,98.5,23.5,269.4,7.2,80.5,72.7,89,1.2,10,8,6.4,2.7,5.6,61,13,2
"943",5.70353,7.14449,"Sandy Loam",19,1.32,59.3,19.1,329.3,7.2,72.7,80.5,89,1.4,11.2,6.4,6.4,2.7,5.8,60,13,3.1
"944",5.74204,7.14392,"Sandy Loam",18,1.32,48.4,26.1,402.4,6.4,72.7,65.7,98.5,1.6,10,6.4,6.4,2.7,5.9,62,14,2
"945",5.78969,7.14392,"Sandy Loam",18,1.3,32.1,32.1,364,7.2,72.7,59.3,108.9,1.5,11.2,6.4,5.7,3.1,5.7,64,14,2
"946",5.83735,7.14392,"Sandy Clay Loam",23,1.28,48.4,32.1,364,8,72.7,59.3,89,1.5,12.5,8,6.4,2.7,5.8,58,15,2.7
"947",2.78766,7.19091,"Sandy Loam",14,1.37,98.5,19.1,734.1,7.2,72.7,80.5,163,0.9,8,7.2,5.7,2.3,6.2,65,18,3.1
"948",2.83531,7.19091,"Sandy Loam",17,1.35,80.5,21.2,734.1,8,72.7,98.5,180.3,0.9,9,7.2,7.2,2.3,6.1,65,16,2.3
"949",2.88296,7.19091,"Sandy Loam",18,1.35,98.5,26.1,811.4,8,72.7,89,180.3,1.1,9,8,7.2,2.7,6,62,15,2.7
"950",2.93062,7.19091,"Sandy Loam",16,1.36,89,26.1,664.1,7.2,65.7,80.5,133.3,0.9,9,7.2,5.7,2,6,62,16,2
"951",2.98092,7.19089,"Sandy Loam",15,1.36,80.5,17.2,600.8,7.2,65.7,65.7,108.9,0.9,10,6.4,6.4,2.7,6,66,14,3.1
"952",3.02592,7.19091,"Sandy Loam",14,1.37,98.5,26.1,600.8,8,72.7,80.5,120.5,1.2,9,7.2,6.4,2.7,6,64,13,2
"953",3.07357,7.19091,"Sandy Loam",16,1.34,89,26.1,600.8,7.2,65.7,72.7,133.3,1.3,10,7.2,5.7,2.7,5.7,61,13,2.3
"954",3.12122,7.19091,"Sandy Loam",16,1.37,80.5,26.1,600.8,8,72.7,80.5,120.5,1.1,9,8,5.7,2.3,5.9,65,15,2.3
"955",3.16887,7.19091,"Sandy Loam",16,1.38,98.5,29,543.6,8,72.7,72.7,120.5,1.4,10,6.4,5.7,2.3,5.9,65,14,2.7
"956",3.21652,7.19091,"Sandy Loam",15,1.37,72.7,23.5,664.1,8,80.5,72.7,133.3,1.1,9,7.2,5.7,2,6,64,16,2.3
"957",3.26417,7.19091,"Sandy Loam",16,1.37,120.5,17.2,600.8,7.2,72.7,72.7,133.3,0.8,8,7.2,5.7,1.7,6,70,15,3.1
"958",3.31183,7.19091,"Sandy Loam",14,1.38,98.5,21.2,600.8,6.4,72.7,65.7,108.9,0.8,8,8,5,1.5,5.8,71,15,3.1
"959",3.34285,7.19979,"Sandy Loam",18,1.37,98.5,32.1,491.7,9,89,72.7,120.5,1.3,9,8,6.4,1.7,5.7,61,13,3.1
"960",3.40939,7.20415,"Sandy Loam",19,1.36,98.5,17.2,543.6,8,80.5,65.7,120.5,0.9,8,7.2,5.7,1.7,5.8,64,16,3.1
"961",3.45478,7.19091,"Sandy Loam",16,1.36,98.5,21.2,491.7,7.2,80.5,59.3,108.9,1.1,8,7.2,6.4,2,5.9,69,15,2.7
"962",3.50037,7.19151,"Sandy Loam",16,1.35,98.5,21.2,600.8,7.2,72.7,53.6,108.9,1.1,8,7.2,5.7,2,6,68,14,2.7
"963",3.55008,7.19091,"Sandy Loam",17,1.37,65.7,32.1,491.7,7.2,98.5,53.6,120.5,1.6,10,6.4,6.4,2,5.6,63,15,2.3
"964",3.59773,7.19091,"Sandy Loam",19,1.33,65.7,32.1,491.7,8,72.7,59.3,89,1.5,10,6.4,5.7,2.7,5.8,62,14,2
"965",3.64539,7.19091,"Sandy Loam",18,1.36,65.7,32.1,543.6,8,89,65.7,108.9,1.9,11.2,8,7.2,2.7,5.9,62,14,1.7
"966",3.69304,7.19091,"Sandy Loam",16,1.33,59.3,35.6,491.7,8,72.7,72.7,98.5,1.9,10,7.2,5.7,2,5.7,59,15,1.7
"967",3.74069,7.19091,"Sandy Loam",18,1.37,53.6,39.4,444.9,7.2,80.5,59.3,108.9,1.7,11.2,6.4,6.4,2.7,5.6,55,13,2.7
"968",3.78834,7.19091,"Sandy Loam",17,1.34,48.4,32.1,402.4,7.2,89,59.3,98.5,1.8,10,7.2,6.4,3.1,5.6,58,15,1.7
"969",3.83599,7.19091,"Sandy Loam",20,1.33,43.7,35.6,444.9,8,80.5,72.7,89,1.9,11.2,7.2,5.7,2.3,5.8,57,15,2
"970",3.88364,7.19091,"Sandy Clay Loam",20,1.34,43.7,35.6,329.3,8,80.5,59.3,98.5,1.6,11.2,6.4,6.4,3.1,5.7,58,12,1.7
"971",3.93129,7.19091,"Sandy Loam",19,1.33,26.1,32.1,364,6.4,72.7,59.3,98.5,1.7,10,7.2,6.4,3.1,5.8,58,13,1.5
"972",3.97894,7.19091,"Sandy Loam",18,1.32,35.6,29,444.9,6.4,89,65.7,120.5,1.8,10,7.2,6.4,2.3,5.9,63,16,3.1
"973",4.0266,7.19091,"Sandy Clay Loam",21,1.34,29,35.6,364,6.4,89,48.4,98.5,1.6,11.2,7.2,5.7,2.3,5.6,56,14,1.7
"974",4.07425,7.19091,"Sandy Loam",17,1.34,39.4,32.1,444.9,7.2,80.5,53.6,120.5,1.6,11.2,6.4,5,2.3,5.8,58,13,2
"975",4.1219,7.19091,"Sandy Clay Loam",21,1.33,53.6,35.6,491.7,7.2,72.7,53.6,133.3,1.7,11.2,6.4,5,2.7,5.8,59,14,3.1
"976",4.16955,7.19091,"Sandy Loam",17,1.36,43.7,32.1,444.9,7.2,72.7,53.6,98.5,1.8,11.2,6.4,5.7,2.7,5.8,62,14,2
"977",4.2172,7.19091,"Sandy Clay Loam",20,1.32,48.4,35.6,402.4,8,72.7,53.6,108.9,1.7,10,7.2,5.7,2.3,5.7,59,14,2.7
"978",4.26485,7.19091,"Sandy Loam",20,1.33,35.6,32.1,444.9,6.4,80.5,48.4,108.9,1.7,11.2,7.2,6.4,3.1,5.7,63,13,3.1
"979",4.3125,7.19091,"Sandy Clay Loam",21,1.33,23.5,35.6,364,7.2,80.5,53.6,98.5,2.1,11.2,7.2,5,2.7,5.5,58,13,2
"980",4.36016,7.19091,"Sandy Loam",19,1.31,29,35.6,402.4,7.2,80.5,59.3,89,1.7,11.2,7.2,6.4,3.5,5.6,57,13,1.7
"981",4.40781,7.19091,"Sandy Loam",19,1.33,39.4,35.6,364,8,89,53.6,108.9,1.3,10,6.4,5.7,2.3,5.5,57,14,1.5
"982",4.45546,7.19091,"Sandy Loam",18,1.34,39.4,39.4,364,7.2,80.5,53.6,98.5,1.7,10,6.4,6.4,3.1,5.6,63,14,1.7
"983",4.50311,7.19091,"Sandy Loam",19,1.31,29,35.6,402.4,6.4,80.5,59.3,98.5,1.6,10,6.4,6.4,3.1,5.7,61,12,2.3
"984",4.55076,7.19091,"Sandy Loam",17,1.33,35.6,32.1,364,6.4,80.5,59.3,98.5,1.5,10,7.2,5.7,3.1,5.6,59,15,2
"985",4.59841,7.19091,"Sandy Clay Loam",23,1.33,48.4,39.4,329.3,8,72.7,53.6,98.5,1.6,11.2,6.4,6.4,3.1,5.6,60,13,2.7
"986",4.64232,7.19534,"Sandy Clay Loam",21,1.25,35.6,35.6,364,7.2,80.5,48.4,98.5,1.5,10,6.4,5.7,3.5,5.5,60,13,3.1
"987",4.69371,7.19091,"Sandy Clay Loam",24,1.28,59.3,32.1,297.9,6.4,89,59.3,98.5,1.5,11.2,7.2,7.2,3.1,5.5,55,14,2.3
"988",4.74137,7.19091,"Sandy Clay Loam",25,1.23,59.3,39.4,269.4,8,89,59.3,98.5,1.6,13.9,7.2,7.2,3.5,5.2,57,15,2.7
"989",4.78902,7.19091,"Sandy Clay Loam",26,1.2,59.3,35.6,329.3,8,98.5,65.7,98.5,1.8,12.5,8,7.2,3.5,5.6,59,14,3.5
"990",4.83667,7.19091,"Sandy Clay Loam",20,1.31,35.6,35.6,364,8,80.5,59.3,120.5,1.7,10,7.2,6.4,3.5,5.6,62,14,2.3
"991",4.88432,7.19091,"Sandy Clay Loam",24,1.34,48.4,35.6,329.3,7.2,80.5,59.3,98.5,1.7,12.5,6.4,6.4,3.1,5.6,62,12,2
"992",4.93197,7.19091,"Sandy Clay Loam",24,1.28,43.7,39.4,297.9,6.4,80.5,59.3,89,1.7,11.2,7.2,6.4,3.1,5.6,60,12,2.3
"993",4.97962,7.19091,"Sandy Clay Loam",22,1.3,65.7,35.6,364,8,72.7,59.3,98.5,1.7,12.5,7.2,6.4,3.1,5.6,54,12,3.5
"994",5.02599,7.18753,"Sandy Clay Loam",23,1.28,43.7,35.6,402.4,7.2,80.5,72.7,98.5,1.6,11.2,7.2,7.2,3.1,5.7,55,14,1.5
"995",5.07492,7.19091,"Sandy Clay Loam",22,1.3,39.4,29,297.9,7.2,89,53.6,80.5,1.4,11.2,7.2,5.7,2.7,5.4,63,13,2.3
"996",5.12258,7.19091,"Sandy Clay Loam",24,1.26,32.1,32.1,297.9,5.7,80.5,53.6,108.9,1.7,11.2,7.2,6.4,3.1,5.3,61,13,1.7
